"SiteID","path","Step1","Step2","Step3","Step4","Step5","Step6","Step7","Step8","Step9","Step10","Step11"
"ROZBYP","GRA.Below_GRA.Below_GRA_Other.ROZBYP","GRA","Below_GRA","Below_GRA_Other","ROZBYP","","","","","","",""
"ROZFBY","GRA.Below_GRA.Below_GRA_Other.ROZFBY","GRA","Below_GRA","Below_GRA_Other","ROZFBY","","","","","","",""
"ROZLDR","GRA.Below_GRA.Below_GRA_Other.ROZLDR","GRA","Below_GRA","Below_GRA_Other","ROZLDR","","","","","","",""
"ROZTAL","GRA.Below_GRA.Below_GRA_Other.ROZTAL","GRA","Below_GRA","Below_GRA_Other","ROZTAL","","","","","","",""
"RRE","GRA.Below_GRA.Below_GRA_Other.RRE","GRA","Below_GRA","Below_GRA_Other","RRE","","","","","","",""
"RREBYP","GRA.Below_GRA.Below_GRA_Other.RREBYP","GRA","Below_GRA","Below_GRA_Other","RREBYP","","","","","","",""
"RRERRR","GRA.Below_GRA.Below_GRA_Other.RRERRR","GRA","Below_GRA","Below_GRA_Other","RRERRR","","","","","","",""
"RRETAL","GRA.Below_GRA.Below_GRA_Other.RRETAL","GRA","Below_GRA","Below_GRA_Other","RRETAL","","","","","","",""
"RRF","GRA.Below_GRA.Below_GRA_Other.RRF","GRA","Below_GRA","Below_GRA_Other","RRF","","","","","","",""
"RRJ","GRA.Below_GRA.Below_GRA_Other.RRJ","GRA","Below_GRA","Below_GRA_Other","RRJ","","","","","","",""
"RSB","GRA.Below_GRA.Below_GRA_Other.RSB","GRA","Below_GRA","Below_GRA_Other","RSB","","","","","","",""
"RSH","GRA.Below_GRA.Below_GRA_Other.RSH","GRA","Below_GRA","Below_GRA_Other","RSH","","","","","","",""
"RSNAKC","GRA.Below_GRA.Below_GRA_Other.RSNAKC","GRA","Below_GRA","Below_GRA_Other","RSNAKC","","","","","","",""
"RSNANF","GRA.Below_GRA.Below_GRA_Other.RSNANF","GRA","Below_GRA","Below_GRA_Other","RSNANF","","","","","","",""
"RSSNIS","GRA.Below_GRA.Below_GRA_Other.RSSNIS","GRA","Below_GRA","Below_GRA_Other","RSSNIS","","","","","","",""
"RVP","GRA.Below_GRA.Below_GRA_Other.RVP","GRA","Below_GRA","Below_GRA_Other","RVP","","","","","","",""
"RYANC","GRA.Below_GRA.Below_GRA_Other.RYANC","GRA","Below_GRA","Below_GRA_Other","RYANC","","","","","","",""
"RZF","GRA.Below_GRA.Below_GRA_Other.RZF","GRA","Below_GRA","Below_GRA_Other","RZF","","","","","","",""
"SA0","GRA.Below_GRA.Below_GRA_Other.SA0","GRA","Below_GRA","Below_GRA_Other","SA0","","","","","","",""
"SA1","GRA.Below_GRA.Below_GRA_Other.SA1","GRA","Below_GRA","Below_GRA_Other","SA1","","","","","","",""
"SALMOC","GRA.Below_GRA.Below_GRA_Other.SALMOC","GRA","Below_GRA","Below_GRA_Other","SALMOC","","","","","","",""
"SANPR","GRA.Below_GRA.Below_GRA_Other.SANPR","GRA","Below_GRA","Below_GRA_Other","SANPR","","","","","","",""
"SANPWF","GRA.Below_GRA.Below_GRA_Other.SANPWF","GRA","Below_GRA","Below_GRA_Other","SANPWF","","","","","","",""
"SANTIR","GRA.Below_GRA.Below_GRA_Other.SANTIR","GRA","Below_GRA","Below_GRA_Other","SANTIR","","","","","","",""
"SATUSC","GRA.Below_GRA.Below_GRA_Other.SATUSC","GRA","Below_GRA","Below_GRA_Other","SATUSC","","","","","","",""
"SCAPPB","GRA.Below_GRA.Below_GRA_Other.SCAPPB","GRA","Below_GRA","Below_GRA_Other","SCAPPB","","","","","","",""
"SCAPPC","GRA.Below_GRA.Below_GRA_Other.SCAPPC","GRA","Below_GRA","Below_GRA_Other","SCAPPC","","","","","","",""
"SCHAFC","GRA.Below_GRA.Below_GRA_Other.SCHAFC","GRA","Below_GRA","Below_GRA_Other","SCHAFC","","","","","","",""
"SCL","GRA.Below_GRA.Below_GRA_Other.SCL","GRA","Below_GRA","Below_GRA_Other","SCL","","","","","","",""
"SCP","GRA.Below_GRA.Below_GRA_Other.SCP","GRA","Below_GRA","Below_GRA_Other","SCP","","","","","","",""
"SERH","GRA.Below_GRA.Below_GRA_Other.SERH","GRA","Below_GRA","Below_GRA_Other","SERH","","","","","","",""
"SFCHEW","GRA.Below_GRA.Below_GRA_Other.SFCHEW","GRA","Below_GRA","Below_GRA_Other","SFCHEW","","","","","","",""
"SFL","GRA.Below_GRA.Below_GRA_Other.SFL","GRA","Below_GRA","Below_GRA_Other","SFL","","","","","","",""
"SFLBC","GRA.Below_GRA.Below_GRA_Other.SFLBC","GRA","Below_GRA","Below_GRA_Other","SFLBC","","","","","","",""
"SGOLDC","GRA.Below_GRA.Below_GRA_Other.SGOLDC","GRA","Below_GRA","Below_GRA_Other","SGOLDC","","","","","","",""
"SGP","GRA.Below_GRA.Below_GRA_Other.SGP","GRA","Below_GRA","Below_GRA_Other","SGP","","","","","","",""
"SHATFD","GRA.Below_GRA.Below_GRA_Other.SHATFD","GRA","Below_GRA","Below_GRA_Other","SHATFD","","","","","","",""
"SHERFT","GRA.Below_GRA.Below_GRA_Other.SHERFT","GRA","Below_GRA","Below_GRA_Other","SHERFT","","","","","","",""
"SHIMC","GRA.Below_GRA.Below_GRA_Other.SHIMC","GRA","Below_GRA","Below_GRA_Other","SHIMC","","","","","","",""
"SHINGC","GRA.Below_GRA.Below_GRA_Other.SHINGC","GRA","Below_GRA","Below_GRA_Other","SHINGC","","","","","","",""
"SHK","GRA.Below_GRA.Below_GRA_Other.SHK","GRA","Below_GRA","Below_GRA_Other","SHK","","","","","","",""
"SHP","GRA.Below_GRA.Below_GRA_Other.SHP","GRA","Below_GRA","Below_GRA_Other","SHP","","","","","","",""
"SHPFBY","GRA.Below_GRA.Below_GRA_Other.SHPFBY","GRA","Below_GRA","Below_GRA_Other","SHPFBY","","","","","","",""
"SHPTAL","GRA.Below_GRA.Below_GRA_Other.SHPTAL","GRA","Below_GRA","Below_GRA_Other","SHPTAL","","","","","","",""
"SHTIKC","GRA.Below_GRA.Below_GRA_Other.SHTIKC","GRA","Below_GRA","Below_GRA_Other","SHTIKC","","","","","","",""
"SHUTTC","GRA.Below_GRA.Below_GRA_Other.SHUTTC","GRA","Below_GRA","Below_GRA_Other","SHUTTC","","","","","","",""
"SILVEC","GRA.Below_GRA.Below_GRA_Other.SILVEC","GRA","Below_GRA","Below_GRA_Other","SILVEC","","","","","","",""
"SIMCNF","GRA.Below_GRA.Below_GRA_Other.SIMCNF","GRA","Below_GRA","Below_GRA_Other","SIMCNF","","","","","","",""
"SIMCOC","GRA.Below_GRA.Below_GRA_Other.SIMCOC","GRA","Below_GRA","Below_GRA_Other","SIMCOC","","","","","","",""
"SIMILP","GRA.Below_GRA.Below_GRA_Other.SIMILP","GRA","Below_GRA","Below_GRA_Other","SIMILP","","","","","","",""
"SIMILR","GRA.Below_GRA.Below_GRA_Other.SIMILR","GRA","Below_GRA","Below_GRA_Other","SIMILR","","","","","","",""
"SIMP","GRA.Below_GRA.Below_GRA_Other.SIMP","GRA","Below_GRA","Below_GRA_Other","SIMP","","","","","","",""
"SIP","GRA.Below_GRA.Below_GRA_Other.SIP","GRA","Below_GRA","Below_GRA_Other","SIP","","","","","","",""
"SJ1","GRA.Below_GRA.Below_GRA_Other.SJ1","GRA","Below_GRA","Below_GRA_Other","SJ1","","","","","","",""
"SJ2","GRA.Below_GRA.Below_GRA_Other.SJ2","GRA","Below_GRA","Below_GRA_Other","SJ2","","","","","","",""
"SKA","GRA.Below_GRA.Below_GRA_Other.SKA","GRA","Below_GRA","Below_GRA_Other","SKA","","","","","","",""
"SKAHAL","GRA.Below_GRA.Below_GRA_Other.SKAHAL","GRA","Below_GRA","Below_GRA_Other","SKAHAL","","","","","","",""
"SKAM","GRA.Below_GRA.Below_GRA_Other.SKAM","GRA","Below_GRA","Below_GRA_Other","SKAM","","","","","","",""
"SKATAL","GRA.Below_GRA.Below_GRA_Other.SKATAL","GRA","Below_GRA","Below_GRA_Other","SKATAL","","","","","","",""
"SKIPAR","GRA.Below_GRA.Below_GRA_Other.SKIPAR","GRA","Below_GRA","Below_GRA_Other","SKIPAR","","","","","","",""
"SKIPAW","GRA.Below_GRA.Below_GRA_Other.SKIPAW","GRA","Below_GRA","Below_GRA_Other","SKIPAW","","","","","","",""
"SKOKNF","GRA.Below_GRA.Below_GRA_Other.SKOKNF","GRA","Below_GRA","Below_GRA_Other","SKOKNF","","","","","","",""
"SNAKE1","GRA.Below_GRA.Below_GRA_Other.SNAKE1","GRA","Below_GRA","Below_GRA_Other","SNAKE1","","","","","","",""
"SNAKE2","GRA.Below_GRA.Below_GRA_Other.SNAKE2","GRA","Below_GRA","Below_GRA_Other","SNAKE2","","","","","","",""
"SNANAC","GRA.Below_GRA.Below_GRA_Other.SNANAC","GRA","Below_GRA","Below_GRA_Other","SNANAC","","","","","","",""
"SND","GRA.Below_GRA.Below_GRA_Other.SND","GRA","Below_GRA","Below_GRA_Other","SND","","","","","","",""
"SNDTAP","GRA.Below_GRA.Below_GRA_Other.SNDTAP","GRA","Below_GRA","Below_GRA_Other","SNDTAP","","","","","","",""
"SNYDEC","GRA.Below_GRA.Below_GRA_Other.SNYDEC","GRA","Below_GRA","Below_GRA_Other","SNYDEC","","","","","","",""
"SPOKR1","GRA.Below_GRA.Below_GRA_Other.SPOKR1","GRA","Below_GRA","Below_GRA_Other","SPOKR1","","","","","","",""
"SPOKR2","GRA.Below_GRA.Below_GRA_Other.SPOKR2","GRA","Below_GRA","Below_GRA_Other","SPOKR2","","","","","","",""
"SPRC","GRA.Below_GRA.Below_GRA_Other.SPRC","GRA","Below_GRA","Below_GRA_Other","SPRC","","","","","","",""
"SQAW3C","GRA.Below_GRA.Below_GRA_Other.SQAW3C","GRA","Below_GRA","Below_GRA_Other","SQAW3C","","","","","","",""
"SQAW4C","GRA.Below_GRA.Below_GRA_Other.SQAW4C","GRA","Below_GRA","Below_GRA_Other","SQAW4C","","","","","","",""
"SQAWC","GRA.Below_GRA.Below_GRA_Other.SQAWC","GRA","Below_GRA","Below_GRA_Other","SQAWC","","","","","","",""
"SR1","GRA.Below_GRA.Below_GRA_Other.SR1","GRA","Below_GRA","Below_GRA_Other","SR1","","","","","","",""
"SR2","GRA.Below_GRA.Below_GRA_Other.SR2","GRA","Below_GRA","Below_GRA_Other","SR2","","","","","","",""
"SSANTR","GRA.Below_GRA.Below_GRA_Other.SSANTR","GRA","Below_GRA","Below_GRA_Other","SSANTR","","","","","","",""
"SSC","GRA.Below_GRA.Below_GRA_Other.SSC","GRA","Below_GRA","Below_GRA_Other","SSC","","","","","","",""
"SSD","GRA.Below_GRA.Below_GRA_Other.SSD","GRA","Below_GRA","Below_GRA_Other","SSD","","","","","","",""
"SSDSRR","GRA.Below_GRA.Below_GRA_Other.SSDSRR","GRA","Below_GRA","Below_GRA_Other","SSDSRR","","","","","","",""
"SSDTAL","GRA.Below_GRA.Below_GRA_Other.SSDTAL","GRA","Below_GRA","Below_GRA_Other","SSDTAL","","","","","","",""
"SSIDEC","GRA.Below_GRA.Below_GRA_Other.SSIDEC","GRA","Below_GRA","Below_GRA_Other","SSIDEC","","","","","","",""
"SSIDES","GRA.Below_GRA.Below_GRA_Other.SSIDES","GRA","Below_GRA","Below_GRA_Other","SSIDES","","","","","","",""
"SSJ","GRA.Below_GRA.Below_GRA_Other.SSJ","GRA","Below_GRA","Below_GRA_Other","SSJ","","","","","","",""
"STAFFC","GRA.Below_GRA.Below_GRA_Other.STAFFC","GRA","Below_GRA","Below_GRA_Other","STAFFC","","","","","","",""
"STAPAC","GRA.Below_GRA.Below_GRA_Other.STAPAC","GRA","Below_GRA","Below_GRA_Other","STAPAC","","","","","","",""
"STFH","GRA.Below_GRA.Below_GRA_Other.STFH","GRA","Below_GRA","Below_GRA_Other","STFH","","","","","","",""
"STMARP","GRA.Below_GRA.Below_GRA_Other.STMARP","GRA","Below_GRA","Below_GRA_Other","STMARP","","","","","","",""
"STOR2C","GRA.Below_GRA.Below_GRA_Other.STOR2C","GRA","Below_GRA","Below_GRA_Other","STOR2C","","","","","","",""
"SUC","GRA.Below_GRA.Below_GRA_Other.SUC","GRA","Below_GRA","Below_GRA_Other","SUC","","","","","","",""
"SUJ","GRA.Below_GRA.Below_GRA_Other.SUJ","GRA","Below_GRA","Below_GRA_Other","SUJ","","","","","","",""
"SUL","GRA.Below_GRA.Below_GRA_Other.SUL","GRA","Below_GRA","Below_GRA_Other","SUL","","","","","","",""
"SULBPS","GRA.Below_GRA.Below_GRA_Other.SULBPS","GRA","Below_GRA","Below_GRA_Other","SULBPS","","","","","","",""
"SULBYP","GRA.Below_GRA.Below_GRA_Other.SULBYP","GRA","Below_GRA","Below_GRA_Other","SULBYP","","","","","","",""
"SULFBY","GRA.Below_GRA.Below_GRA_Other.SULFBY","GRA","Below_GRA","Below_GRA_Other","SULFBY","","","","","","",""
"SULFDS","GRA.Below_GRA.Below_GRA_Other.SULFDS","GRA","Below_GRA","Below_GRA_Other","SULFDS","","","","","","",""
"SULSEP","GRA.Below_GRA.Below_GRA_Other.SULSEP","GRA","Below_GRA","Below_GRA_Other","SULSEP","","","","","","",""
"SULTRB","GRA.Below_GRA.Below_GRA_Other.SULTRB","GRA","Below_GRA","Below_GRA_Other","SULTRB","","","","","","",""
"SUMI2C","GRA.Below_GRA.Below_GRA_Other.SUMI2C","GRA","Below_GRA","Below_GRA_Other","SUMI2C","","","","","","",""
"SUMI3C","GRA.Below_GRA.Below_GRA_Other.SUMI3C","GRA","Below_GRA","Below_GRA_Other","SUMI3C","","","","","","",""
"SWALEC","GRA.Below_GRA.Below_GRA_Other.SWALEC","GRA","Below_GRA","Below_GRA_Other","SWALEC","","","","","","",""
"SWAUKC","GRA.Below_GRA.Below_GRA_Other.SWAUKC","GRA","Below_GRA","Below_GRA_Other","SWAUKC","","","","","","",""
"SWC","GRA.Below_GRA.Below_GRA_Other.SWC","GRA","Below_GRA","Below_GRA_Other","SWC","","","","","","",""
"SWK","GRA.Below_GRA.Below_GRA_Other.SWK","GRA","Below_GRA","Below_GRA_Other","SWK","","","","","","",""
"TAN","GRA.Below_GRA.Below_GRA_Other.TAN","GRA","Below_GRA","Below_GRA_Other","TAN","","","","","","",""
"TANESF","GRA.Below_GRA.Below_GRA_Other.TANESF","GRA","Below_GRA","Below_GRA_Other","TANESF","","","","","","",""
"TANEUC","GRA.Below_GRA.Below_GRA_Other.TANEUC","GRA","Below_GRA","Below_GRA_Other","TANEUC","","","","","","",""
"TANNEC","GRA.Below_GRA.Below_GRA_Other.TANNEC","GRA","Below_GRA","Below_GRA_Other","TANNEC","","","","","","",""
"TC4","GRA.Below_GRA.Below_GRA_Other.TC4","GRA","Below_GRA","Below_GRA_Other","TC4","","","","","","",""
"TCM","GRA.Below_GRA.Below_GRA_Other.TCM","GRA","Below_GRA","Below_GRA_Other","TCM","","","","","","",""
"TCT","GRA.Below_GRA.Below_GRA_Other.TCT","GRA","Below_GRA","Below_GRA_Other","TCT","","","","","","",""
"TD1","GRA.Below_GRA.Below_GRA_Other.TD1","GRA","Below_GRA","Below_GRA_Other","TD1","","","","","","",""
"TD2","GRA.Below_GRA.Below_GRA_Other.TD2","GRA","Below_GRA","Below_GRA_Other","TD2","","","","","","",""
"TDA","GRA.Below_GRA.Below_GRA_Other.TDA","GRA","Below_GRA","Below_GRA_Other","TDA","","","","","","",""
"TDAICE","GRA.Below_GRA.Below_GRA_Other.TDAICE","GRA","Below_GRA","Below_GRA_Other","TDAICE","","","","","","",""
"TDAMRT","GRA.Below_GRA.Below_GRA_Other.TDAMRT","GRA","Below_GRA","Below_GRA_Other","TDAMRT","","","","","","",""
"TDASPF","GRA.Below_GRA.Below_GRA_Other.TDASPF","GRA","Below_GRA","Below_GRA_Other","TDASPF","","","","","","",""
"TDASPL","GRA.Below_GRA.Below_GRA_Other.TDASPL","GRA","Below_GRA","Below_GRA_Other","TDASPL","","","","","","",""
"TDASPT","GRA.Below_GRA.Below_GRA_Other.TDASPT","GRA","Below_GRA","Below_GRA_Other","TDASPT","","","","","","",""
"TDATAL","GRA.Below_GRA.Below_GRA_Other.TDATAL","GRA","Below_GRA","Below_GRA_Other","TDATAL","","","","","","",""
"TDATRB","GRA.Below_GRA.Below_GRA_Other.TDATRB","GRA","Below_GRA","Below_GRA_Other","TDATRB","","","","","","",""
"TEANAR","GRA.Below_GRA.Below_GRA_Other.TEANAR","GRA","Below_GRA","Below_GRA_Other","TEANAR","","","","","","",""
"TEANMF","GRA.Below_GRA.Below_GRA_Other.TEANMF","GRA","Below_GRA","Below_GRA_Other","TEANMF","","","","","","",""
"TEANWF","GRA.Below_GRA.Below_GRA_Other.TEANWF","GRA","Below_GRA","Below_GRA_Other","TEANWF","","","","","","",""
"TENNAI","GRA.Below_GRA.Below_GRA_Other.TENNAI","GRA","Below_GRA","Below_GRA_Other","TENNAI","","","","","","",""
"TEPEEC","GRA.Below_GRA.Below_GRA_Other.TEPEEC","GRA","Below_GRA","Below_GRA_Other","TEPEEC","","","","","","",""
"TEPEEF","GRA.Below_GRA.Below_GRA_Other.TEPEEF","GRA","Below_GRA","Below_GRA_Other","TEPEEF","","","","","","",""
"TEXC","GRA.Below_GRA.Below_GRA_Other.TEXC","GRA","Below_GRA","Below_GRA_Other","TEXC","","","","","","",""
"THOMC","GRA.Below_GRA.Below_GRA_Other.THOMC","GRA","Below_GRA","Below_GRA_Other","THOMC","","","","","","",""
"THOP","GRA.Below_GRA.Below_GRA_Other.THOP","GRA","Below_GRA","Below_GRA_Other","THOP","","","","","","",""
"TIETNR","GRA.Below_GRA.Below_GRA_Other.TIETNR","GRA","Below_GRA","Below_GRA_Other","TIETNR","","","","","","",""
"TILLIC","GRA.Below_GRA.Below_GRA_Other.TILLIC","GRA","Below_GRA","Below_GRA_Other","TILLIC","","","","","","",""
"TLT","GRA.Below_GRA.Below_GRA_Other.TLT","GRA","Below_GRA","Below_GRA_Other","TLT","","","","","","",""
"TMA","GRA.Below_GRA.Below_GRA_Other.TMA","GRA","Below_GRA","Below_GRA_Other","TMA","","","","","","",""
"TMF","GRA.Below_GRA.Below_GRA_Other.TMF","GRA","Below_GRA","Below_GRA_Other","TMF","","","","","","",""
"TMFFBY","GRA.Below_GRA.Below_GRA_Other.TMFFBY","GRA","Below_GRA","Below_GRA_Other","TMFFBY","","","","","","",""
"TMFTAL","GRA.Below_GRA.Below_GRA_Other.TMFTAL","GRA","Below_GRA","Below_GRA_Other","TMFTAL","","","","","","",""
"TMJ","GRA.Below_GRA.Below_GRA_Other.TMJ","GRA","Below_GRA","Below_GRA_Other","TMJ","","","","","","",""
"TNK","GRA.Below_GRA.Below_GRA_Other.TNK","GRA","Below_GRA","Below_GRA_Other","TNK","","","","","","",""
"TON","GRA.Below_GRA.Below_GRA_Other.TON","GRA","Below_GRA","Below_GRA_Other","TON","","","","","","",""
"TONASC","GRA.Below_GRA.Below_GRA_Other.TONASC","GRA","Below_GRA","Below_GRA_Other","TONASC","","","","","","",""
"TOP","GRA.Below_GRA.Below_GRA_Other.TOP","GRA","Below_GRA","Below_GRA_Other","TOP","","","","","","",""
"TOPPEC","GRA.Below_GRA.Below_GRA_Other.TOPPEC","GRA","Below_GRA","Below_GRA_Other","TOPPEC","","","","","","",""
"TOUCHR","GRA.Below_GRA.Below_GRA_Other.TOUCHR","GRA","Below_GRA","Below_GRA_Other","TOUCHR","","","","","","",""
"TOULOU","GRA.Below_GRA.Below_GRA_Other.TOULOU","GRA","Below_GRA","Below_GRA_Other","TOULOU","","","","","","",""
"TOUT","GRA.Below_GRA.Below_GRA_Other.TOUT","GRA","Below_GRA","Below_GRA_Other","TOUT","","","","","","",""
"TOUTLR","GRA.Below_GRA.Below_GRA_Other.TOUTLR","GRA","Below_GRA","Below_GRA_Other","TOUTLR","","","","","","",""
"TOUTNF","GRA.Below_GRA.Below_GRA_Other.TOUTNF","GRA","Below_GRA","Below_GRA_Other","TOUTNF","","","","","","",""
"TR1","GRA.Below_GRA.Below_GRA_Other.TR1","GRA","Below_GRA","Below_GRA_Other","TR1","","","","","","",""
"TR2","GRA.Below_GRA.Below_GRA_Other.TR2","GRA","Below_GRA","Below_GRA_Other","TR2","","","","","","",""
"TRC","GRA.Below_GRA.Below_GRA_Other.TRC","GRA","Below_GRA","Below_GRA_Other","TRC","","","","","","",""
"TRINR","GRA.Below_GRA.Below_GRA_Other.TRINR","GRA","Below_GRA","Below_GRA_Other","TRINR","","","","","","",""
"TRONC","GRA.Below_GRA.Below_GRA_Other.TRONC","GRA","Below_GRA","Below_GRA_Other","TRONC","","","","","","",""
"TROU2C","GRA.Below_GRA.Below_GRA_Other.TROU2C","GRA","Below_GRA","Below_GRA_Other","TROU2C","","","","","","",""
"TROUTC","GRA.Below_GRA.Below_GRA_Other.TROUTC","GRA","Below_GRA","Below_GRA_Other","TROUTC","","","","","","",""
"TRYOC","GRA.Below_GRA.Below_GRA_Other.TRYOC","GRA","Below_GRA","Below_GRA_Other","TRYOC","","","","","","",""
"TSHIMC","GRA.Below_GRA.Below_GRA_Other.TSHIMC","GRA","Below_GRA","Below_GRA_Other","TSHIMC","","","","","","",""
"TSUGCR","GRA.Below_GRA.Below_GRA_Other.TSUGCR","GRA","Below_GRA","Below_GRA_Other","TSUGCR","","","","","","",""
"TUF","GRA.Below_GRA.Below_GRA_Other.TUF","GRA","Below_GRA","Below_GRA_Other","TUF","","","","","","",""
"TUM","GRA.Below_GRA.Below_GRA_Other.TUM","GRA","Below_GRA","Below_GRA_Other","TUM","","","","","","",""
"TUMFBY","GRA.Below_GRA.Below_GRA_Other.TUMFBY","GRA","Below_GRA","Below_GRA_Other","TUMFBY","","","","","","",""
"TUNKC","GRA.Below_GRA.Below_GRA_Other.TUNKC","GRA","Below_GRA","Below_GRA_Other","TUNKC","","","","","","",""
"TURNCR","GRA.Below_GRA.Below_GRA_Other.TURNCR","GRA","Below_GRA","Below_GRA_Other","TURNCR","","","","","","",""
"TURO","GRA.Below_GRA.Below_GRA_Other.TURO","GRA","Below_GRA","Below_GRA_Other","TURO","","","","","","",""
"TUTUIC","GRA.Below_GRA.Below_GRA_Other.TUTUIC","GRA","Below_GRA","Below_GRA_Other","TUTUIC","","","","","","",""
"TWIS2P","GRA.Below_GRA.Below_GRA_Other.TWIS2P","GRA","Below_GRA","Below_GRA_Other","TWIS2P","","","","","","",""
"TWISPP","GRA.Below_GRA.Below_GRA_Other.TWISPP","GRA","Below_GRA","Below_GRA_Other","TWISPP","","","","","","",""
"TWISPR","GRA.Below_GRA.Below_GRA_Other.TWISPR","GRA","Below_GRA","Below_GRA_Other","TWISPR","","","","","","",""
"TWISPW","GRA.Below_GRA.Below_GRA_Other.TWISPW","GRA","Below_GRA","Below_GRA_Other","TWISPW","","","","","","",""
"TWITRP","GRA.Below_GRA.Below_GRA_Other.TWITRP","GRA","Below_GRA","Below_GRA_Other","TWITRP","","","","","","",""
"TWR","GRA.Below_GRA.Below_GRA_Other.TWR","GRA","Below_GRA","Below_GRA_Other","TWR","","","","","","",""
"TWX","GRA.Below_GRA.Below_GRA_Other.TWX","GRA","Below_GRA","Below_GRA_Other","TWX","","","","","","",""
"TY1","GRA.Below_GRA.Below_GRA_Other.TY1","GRA","Below_GRA","Below_GRA_Other","TY1","","","","","","",""
"TY2","GRA.Below_GRA.Below_GRA_Other.TY2","GRA","Below_GRA","Below_GRA_Other","TY2","","","","","","",""
"TY3","GRA.Below_GRA.Below_GRA_Other.TY3","GRA","Below_GRA","Below_GRA_Other","TY3","","","","","","",""
"TY4","GRA.Below_GRA.Below_GRA_Other.TY4","GRA","Below_GRA","Below_GRA_Other","TY4","","","","","","",""
"UCT","GRA.Below_GRA.Below_GRA_Other.UCT","GRA","Below_GRA","Below_GRA_Other","UCT","","","","","","",""
"UKNWRC","GRA.Below_GRA.Below_GRA_Other.UKNWRC","GRA","Below_GRA","Below_GRA_Other","UKNWRC","","","","","","",""
"UM1","GRA.Below_GRA.Below_GRA_Other.UM1","GRA","Below_GRA","Below_GRA_Other","UM1","","","","","","",""
"UM2","GRA.Below_GRA.Below_GRA_Other.UM2","GRA","Below_GRA","Below_GRA_Other","UM2","","","","","","",""
"UMAH","GRA.Below_GRA.Below_GRA_Other.UMAH","GRA","Below_GRA","Below_GRA_Other","UMAH","","","","","","",""
"UMAR","GRA.Below_GRA.Below_GRA_Other.UMAR","GRA","Below_GRA","Below_GRA_Other","UMAR","","","","","","",""
"UMATNF","GRA.Below_GRA.Below_GRA_Other.UMATNF","GRA","Below_GRA","Below_GRA_Other","UMATNF","","","","","","",""
"UMATSF","GRA.Below_GRA.Below_GRA_Other.UMATSF","GRA","Below_GRA","Below_GRA_Other","UMATSF","","","","","","",""
"UMC","GRA.Below_GRA.Below_GRA_Other.UMC","GRA","Below_GRA","Below_GRA_Other","UMC","","","","","","",""
"UMF","GRA.Below_GRA.Below_GRA_Other.UMF","GRA","Below_GRA","Below_GRA_Other","UMF","","","","","","",""
"UMPQAR","GRA.Below_GRA.Below_GRA_Other.UMPQAR","GRA","Below_GRA","Below_GRA_Other","UMPQAR","","","","","","",""
"UMR","GRA.Below_GRA.Below_GRA_Other.UMR","GRA","Below_GRA","Below_GRA_Other","UMR","","","","","","",""
"UMT","GRA.Below_GRA.Below_GRA_Other.UMT","GRA","Below_GRA","Below_GRA_Other","UMT","","","","","","",""
"UMTANC","GRA.Below_GRA.Below_GRA_Other.UMTANC","GRA","Below_GRA","Below_GRA_Other","UMTANC","","","","","","",""
"UMW","GRA.Below_GRA.Below_GRA_Other.UMW","GRA","Below_GRA","Below_GRA_Other","UMW","","","","","","",""
"UNT","GRA.Below_GRA.Below_GRA_Other.UNT","GRA","Below_GRA","Below_GRA_Other","UNT","","","","","","",""
"UPT","GRA.Below_GRA.Below_GRA_Other.UPT","GRA","Below_GRA","Below_GRA_Other","UPT","","","","","","",""
"URT","GRA.Below_GRA.Below_GRA_Other.URT","GRA","Below_GRA","Below_GRA_Other","URT","","","","","","",""
"UWE","GRA.Below_GRA.Below_GRA_Other.UWE","GRA","Below_GRA","Below_GRA_Other","UWE","","","","","","",""
"UWH","GRA.Below_GRA.Below_GRA_Other.UWH","GRA","Below_GRA","Below_GRA_Other","UWH","","","","","","",""
"VASEUX","GRA.Below_GRA.Below_GRA_Other.VASEUX","GRA","Below_GRA","Below_GRA_Other","VASEUX","","","","","","",""
"VDS3","GRA.Below_GRA.Below_GRA_Other.VDS3","GRA","Below_GRA","Below_GRA_Other","VDS3","","","","","","",""
"VGISNB","GRA.Below_GRA.Below_GRA_Other.VGISNB","GRA","Below_GRA","Below_GRA_Other","VGISNB","","","","","","",""
"VIENTC","GRA.Below_GRA.Below_GRA_Other.VIENTC","GRA","Below_GRA","Below_GRA_Other","VIENTC","","","","","","",""
"VNGRC","GRA.Below_GRA.Below_GRA_Other.VNGRC","GRA","Below_GRA","Below_GRA_Other","VNGRC","","","","","","",""
"WAHA","GRA.Below_GRA.Below_GRA_Other.WAHA","GRA","Below_GRA","Below_GRA_Other","WAHA","","","","","","",""
"WAJ","GRA.Below_GRA.Below_GRA_Other.WAJ","GRA","Below_GRA","Below_GRA_Other","WAJ","","","","","","",""
"WALLAR","GRA.Below_GRA.Below_GRA_Other.WALLAR","GRA","Below_GRA","Below_GRA_Other","WALLAR","","","","","","",""
"WALLIS","GRA.Below_GRA.Below_GRA_Other.WALLIS","GRA","Below_GRA","Below_GRA_Other","WALLIS","","","","","","",""
"WALLNF","GRA.Below_GRA.Below_GRA_Other.WALLNF","GRA","Below_GRA","Below_GRA_Other","WALLNF","","","","","","",""
